KEGG_ko	Symbol	Name
ko:K12603	CNOT6, CCR4	CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
ko:K12604	CNOT1, NOT1	CCR4-NOT transcription complex subunit 1
ko:K12605	CNOT2, NOT2	CCR4-NOT transcription complex subunit 2
ko:K12606	RCD1, CNOT9, CAF40	CCR4-NOT transcription complex subunit 9
ko:K12608	CAF16	CCR4-NOT complex subunit CAF16
ko:K12609	CAF120	CCR4-NOT transcriptional complex subunit CAF120
ko:K12612	DCP1	mRNA-decapping enzyme subunit 1
ko:K12613,ko:K22073		
ko:K12614	DDX6, RCK, DHH1	ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]
ko:K12615	EDC3	enhancer of mRNA-decapping protein 3
ko:K12617	PATL1, PAT1	DNA topoisomerase 2-associated protein PAT1
ko:K12618	XRN1, SEP1, KEM1	5'-3' exoribonuclease 1 [EC:3.1.13.-]
ko:K12619	XRN2, RAT1	5'-3' exoribonuclease 2 [EC:3.1.13.-]
ko:K12620	LSM1	U6 snRNA-associated Sm-like protein LSm1
ko:K12621	LSM2	U6 snRNA-associated Sm-like protein LSm2
ko:K12622	LSM3	U6 snRNA-associated Sm-like protein LSm3
ko:K12623	LSM4	U6 snRNA-associated Sm-like protein LSm4
ko:K12624	LSM5	U6 snRNA-associated Sm-like protein LSm5
ko:K12625	LSM6	U6 snRNA-associated Sm-like protein LSm6
ko:K12626	LSM7	U6 snRNA-associated Sm-like protein LSm7
ko:K12627	LSM8	U6 snRNA-associated Sm-like protein LSm8
ko:K12659	ARG56	N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]
ko:K12662	PRPF4, PRP4	U4/U6 small nuclear ribonucleoprotein PRP4
ko:K12666	OST1, RPN1	oligosaccharyltransferase complex subunit alpha (ribophorin I)
ko:K12667	SWP1, RPN2	oligosaccharyltransferase complex subunit delta (ribophorin II)
ko:K12668	OST2, DAD1	oligosaccharyltransferase complex subunit epsilon
ko:K12669	OST3, OST6	oligosaccharyltransferase complex subunit gamma
ko:K12670	WBP1	oligosaccharyltransferase complex subunit beta
ko:K12691	OST5	oligosaccharyl transferase complex subunit OST5
ko:K12732	ARO10	phenylpyruvate decarboxylase [EC:4.1.1.-]
ko:K12735	PPIL4	peptidyl-prolyl cis-trans isomerase-like 4 [EC:5.2.1.8]
ko:K12761	SNF1	carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
ko:K12762	GPR1	G protein-coupled receptor GPR1
ko:K12763	EFG1, SOK2	enhanced filamentous growth protein 1
ko:K12764	IME1	meiosis-inducing protein 1
ko:K12765	IME2	meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]
ko:K12767	RIM15	serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
ko:K12768	ZIP1	synaptonemal complex protein ZIP1
ko:K12769	NDT80	meiosis-specific transcription factor NDT80
ko:K12770	GIP1	GLC7-interacting protein 1
ko:K12771	SPS1	sporulation-specific protein 1 [EC:2.7.11.1]
ko:K12772	SPS4	sporulation-specific protein 4
ko:K12773	SPR3	sporulation-regulated protein 3
ko:K12774	MAM1	monopolin complex subunit MAM1
ko:K12775	LRS4	monopolin complex subunit LRS4
ko:K12777	RED1	protein RED1
ko:K12778	HORMAD, HOP1	meiosis-specific protein
ko:K12779	SUM1	suppressor of MAR1-1 protein
ko:K12780	REC8	meiotic recombination protein REC8, fungi type
ko:K12781	MND2	anaphase-promoting complex subunit MND2
ko:K12782	AMA1	meiosis-specific APC/C activator protein AMA1
ko:K12783	SSP1	sporulation-specific protein 1
ko:K12795	SUGT1, SGT1	suppressor of G2 allele of SKP1
ko:K12811	DDX46, PRP5	ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13]
ko:K12812	DDX39B, UAP56, SUB2	ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]
ko:K12813,ko:K12814		
ko:K12815	DHX38, PRP16	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13]
ko:K12816	CDC40, PRP17	pre-mRNA-processing factor 17
ko:K12817	PRPF18, PRP18	pre-mRNA-splicing factor 18
ko:K12818	DHX8, PRP22	ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
ko:K12818,ko:K14781,ko:K17820		
ko:K12819	SLU7	pre-mRNA-processing factor SLU7
ko:K12820	DHX15, PRP43	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]
ko:K12821	PRPF40, PRP40	pre-mRNA-processing factor 40
ko:K12823	DDX5, DBP2	ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]
ko:K12825	SF3A1, SAP114	splicing factor 3A subunit 1
ko:K12826	SF3A2, SAP62	splicing factor 3A subunit 2
ko:K12828	SF3B1, SAP155	splicing factor 3B subunit 1
ko:K12829	SF3B2, SAP145, CUS1	splicing factor 3B subunit 2
ko:K12830	SF3B3, SAP130, RSE1	splicing factor 3B subunit 3
ko:K12831	SF3B4, SAP49	splicing factor 3B subunit 4
ko:K12832	SF3B5, SF3B10	splicing factor 3B subunit 5
ko:K12834	PHF5A	PHD finger-like domain-containing protein 5A
ko:K12836	U2AF1	splicing factor U2AF 35 kDa subunit
ko:K12837	U2AF2	splicing factor U2AF 65 kDa subunit
ko:K12843	PRPF3, PRP3	U4/U6 small nuclear ribonucleoprotein PRP3
ko:K12844	PRPF31	U4/U6 small nuclear ribonucleoprotein PRP31
ko:K12845	SNU13, NHP2L	U4/U6 small nuclear ribonucleoprotein SNU13
ko:K12847	USP39, SAD1	U4/U6.U5 tri-snRNP-associated protein 2
ko:K12848	SNU23	U4/U6.U5 tri-snRNP component SNU23
ko:K12851	PRP38	pre-mRNA-splicing factor 38
ko:K12852,ko:K12853		
ko:K12854	SNRNP200, BRR2	pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]
ko:K12855	PRPF6, PRP6	pre-mRNA-processing factor 6
ko:K12856	PRPF8, PRP8	pre-mRNA-processing factor 8
ko:K12857	SNRNP40, PRP8BP	Prp8 binding protein
ko:K12858	DDX23, PRP28	ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]
ko:K12859	TXNL4A, DIB1	U5 snRNP protein, DIM1 family
ko:K12860	CDC5L, CDC5, CEF1	pre-mRNA-splicing factor CDC5/CEF1
ko:K12863	CWC15	protein CWC15
ko:K12864	CTNNBL1	beta-catenin-like protein 1
ko:K12867	SYF1, XAB2	pre-mRNA-splicing factor SYF1
ko:K12868	SYF2	pre-mRNA-splicing factor SYF2
ko:K12869	CRN, CRNKL1, CLF1, SYF3	crooked neck
ko:K12870	ISY1	pre-mRNA-splicing factor ISY1
ko:K12872	RBM22, SLT11	pre-mRNA-splicing factor RBM22/SLT11
ko:K12873	BUD31, G10	bud site selection protein 31
ko:K12879	THOC2	THO complex subunit 2
ko:K12880	THOC3	THO complex subunit 3
ko:K12881	THOC4, ALY	THO complex subunit 4
ko:K12882	NCBP1, CBP80	nuclear cap-binding protein subunit 1
ko:K12883	NCBP2, CBP20	nuclear cap-binding protein subunit 2
ko:K12893,ko:K14651		
ko:K12946	SPCS1	signal peptidase complex subunit 1 [EC:3.4.-.-]
ko:K12946,ko:K19355		
ko:K12947	SPCS2, SPC2	signal peptidase complex subunit 2 [EC:3.4.-.-]
ko:K12948	SPCS3, SPC3	signal peptidase complex subunit 3 [EC:3.4.-.-]
ko:K13025	EIF4A3, FAL1	ATP-dependent RNA helicase [EC:3.6.4.13]
ko:K13026	DHX57	ATP-dependent RNA helicase DHX57 [EC:3.6.4.13]
ko:K13076	SLD	sphingolipid 8-(E)-desaturase [EC:1.14.19.18]
ko:K13093	HTATSF1	HIV Tat-specific factor 1
ko:K13095	SF1	splicing factor 1
ko:K13099	CD2BP2, PPP1R59	CD2 antigen cytoplasmic tail-binding protein 2
ko:K13100	CWC22	pre-mRNA-splicing factor CWC22
ko:K13102	KIN	DNA/RNA-binding protein KIN17
ko:K13103	TFIP11	tuftelin-interacting protein 11
ko:K13106	BUD13, CWC26	pre-mRNA-splicing factor CWC26
ko:K13107	RBMX2, IST3	RNA-binding motif protein, X-linked 2
ko:K13108	SNIP1	smad nuclear-interacting protein 1
ko:K13110	MFAP1	microfibrillar-associated protein 1
ko:K13113	UBL5, HUB1	ubiquitin-like protein 5
ko:K13126	PABPC	polyadenylate-binding protein
ko:K13127,ko:K20793		
ko:K13130	GEMIN2, SIP1	gem associated protein 2
ko:K13172	SRRM2, SRM300	serine/arginine repetitive matrix protein 2
ko:K13179	DDX18, HAS1	ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]
ko:K13181	DDX27, DRS1	ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]
ko:K13199	SERBP1	plasminogen activator inhibitor 1 RNA-binding protein
ko:K13201	TIA1, TIAL1	nucleolysin TIA-1/TIAR
ko:K13205	AAR2, C20orf4	A1 cistron-splicing factor AAR2
ko:K13217	PRPF39, PRP39	pre-mRNA-processing factor 39
ko:K13237	DECR2, SPS19	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal [EC:1.3.1.124]
ko:K13239	ECI2, PECI	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
ko:K13280	SEC11, sipW	signal peptidase I [EC:3.4.21.89]
ko:K13288	orn, REX2, REXO2	oligoribonuclease [EC:3.1.-.-]
ko:K13289	CTSA, CPY	cathepsin A (carboxypeptidase C) [EC:3.4.16.5]
ko:K13303	SGK2	serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1]
ko:K13333	PLB	lysophospholipase [EC:3.1.1.5]
ko:K13336	PEX3	peroxin-3
ko:K13337	PEX19	peroxin-19
ko:K13338	PEX1	peroxin-1
ko:K13339	PEX6, PXAAA1	peroxin-6
ko:K13341	PEX7, PTS2R	peroxin-7
ko:K13343	PEX14	peroxin-14
ko:K13344	PEX13	peroxin-13
ko:K13346	PEX10	peroxin-10
ko:K13348	MPV17	protein Mpv17
ko:K13348,ko:K13349		
ko:K13352	PEX11B	peroxin-11B
ko:K13354	SLC25A17, PMP34	solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17
ko:K13357	SPO1	putative meiotic phospholipase SPO1 [EC:3.1.1.-]
ko:K13367	FMS1	polyamine oxidase [EC:1.5.3.17]
ko:K13431,ko:K21989		
ko:K13507	GAT	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]
ko:K13509	AGPAT1_2	lysophosphatidate acyltransferase [EC:2.3.1.51]
ko:K13511	TAZ	monolysocardiolipin acyltransferase [EC:2.3.1.-]
ko:K13519	LPT1, ALE1	lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]
ko:K13524	ABAT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
ko:K13525	VCP, CDC48	transitional endoplasmic reticulum ATPase
ko:K13535	CLD1	cardiolipin-specific phospholipase [EC:3.1.1.-]
ko:K13535,ko:K13699		
ko:K13566	NIT2, yafV	omega-amidase [EC:3.5.1.3]
ko:K13577	SLC25A10, DIC	solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10
ko:K13617	PPME1	protein phosphatase methylesterase 1 [EC:3.1.1.89]
ko:K13621	BTA1	betaine lipid synthase
ko:K13682	BMT, WRY	beta-1,2-mannosyltransferase [EC:2.4.1.-]
ko:K13711	PI4K2	phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]
ko:K13719	OTU1, YOD1	ubiquitin thioesterase OTU1 [EC:3.1.2.-]
ko:K13754	SLC24A6, NCKX6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6
ko:K13800	CMPK1, UMPK	UMP-CMP kinase [EC:2.7.4.14]
ko:K13830	ARO1	pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
ko:K13886	CORO1B_1C_6	coronin-1B/1C/6
ko:K13939,ko:K13941		
ko:K13950	pabAB	para-aminobenzoate synthetase [EC:2.6.1.85]
ko:K13953	adhP	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
ko:K13984,ko:K13996		
ko:K13985	NAPEPLD	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
ko:K13989	DERL2_3	Derlin-2/3
ko:K13993	HSP20	HSP20 family protein
ko:K13996	EPS1	protein disulfide-isomerase [EC:5.3.4.1]
ko:K14001	SIL1, SLS1	nucleotide exchange factor SIL1
ko:K14002	SCJ1	DnaJ-related protein SCJ1
ko:K14003	PREB, SEC12	prolactin regulatory element-binding protein
ko:K14004	SEC13	protein transport protein SEC13
ko:K14005	SEC31	protein transport protein SEC31
ko:K14006	SEC23	protein transport protein SEC23
ko:K14007	SEC24	protein transport protein SEC24
ko:K14009,ko:K20405		
ko:K14012	NSFL1C, UBX1, SHP1	UBX domain-containing protein 1
ko:K14013	UBX2, SEL1	UBX domain-containing protein 2
ko:K14015	NPLOC4, NPL4	nuclear protein localization protein 4
ko:K14016	UFD1	ubiquitin fusion degradation protein 1
ko:K14017	SNL1	HSP70 co-chaperone SNL1
ko:K14018	PLAA, DOA1, UFD3	phospholipase A-2-activating protein
ko:K14022	CUE1, KIS4	coupling of ubiquitin conjugation to ER degradation protein 1
ko:K14023,ko:K14026		
ko:K14024	USA1	U1 SNP1-associating protein 1
ko:K14050	RABGGTA	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
ko:K14137,ko:K14684		
ko:K14152	HIS4	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
ko:K14154	THI6	thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]
ko:K14168	CTU1, NCS6	cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
ko:K14169	CTU2, NCS2	cytoplasmic tRNA 2-thiolation protein 2
ko:K14191	DIM1	18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
ko:K14209	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
ko:K14213	PEPD	Xaa-Pro dipeptidase [EC:3.4.13.9]
ko:K14262	DUG2	di- and tripeptidase [EC:3.4.-.-]
ko:K14263	BNA7	kynurenine formamidase [EC:3.5.1.9]
ko:K14264	BNA3	kynurenine aminotransferase [EC:2.6.1.7]
ko:K14284	NXF, TAP, MEX67	nuclear RNA export factor
ko:K14288	XPOT	exportin-T
ko:K14289	XPO5	exportin-5
ko:K14290	XPO1, CRM1	exportin-1
ko:K14292	TGS1	trimethylguanosine synthase [EC:2.1.1.-]
ko:K14293	KPNB1, IPO1	importin subunit beta-1
ko:K14297	NUP98, ADAR2, NUP116	nuclear pore complex protein Nup98-Nup96
ko:K14297,ko:K18720		
ko:K14298	RAE1, GLE2	mRNA export factor
ko:K14299	SEH1	nucleoporin SEH1
ko:K14300	NUP133	nuclear pore complex protein Nup133
ko:K14301	NUP107, NUP84	nuclear pore complex protein Nup107
ko:K14303	NUP160, NUP120	nuclear pore complex protein Nup160
ko:K14304	NUP85	nuclear pore complex protein Nup85
ko:K14306	NUP62, NSP1	nuclear pore complex protein Nup62
ko:K14308	NUP54, NUP57	nuclear pore complex protein Nup54
ko:K14309	NUP93, NIC96	nuclear pore complex protein Nup93
ko:K14310	NUP205, NUP192	nuclear pore complex protein Nup205
ko:K14311	NUP188	nuclear pore complex protein Nup188
ko:K14312	NUP155, NUP170, NUP157	nuclear pore complex protein Nup155
ko:K14313,ko:K18717		
ko:K14315	NDC1, TMEM48	nucleoporin NDC1
ko:K14319	RANGAP1	Ran GTPase-activating protein 1
ko:K14326	UPF1, RENT1	regulator of nonsense transcripts 1 [EC:3.6.4.13 5.6.2.3]
ko:K14327	UPF2, RENT2	regulator of nonsense transcripts 2
ko:K14328	UPF3, RENT3	regulator of nonsense transcripts 3
ko:K14376	PAP	poly(A) polymerase [EC:2.7.7.19]
ko:K14394	ACP1	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
ko:K14396	PABPN1, PABP2	polyadenylate-binding protein 2
ko:K14399	CLP1, HERB	polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]
ko:K14401	CPSF1, CFT1	cleavage and polyadenylation specificity factor subunit 1
ko:K14402	CPSF2, CFT2	cleavage and polyadenylation specificity factor subunit 2
ko:K14403	CPSF3, YSH1	cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]
ko:K14404	CPSF4, YTH1	cleavage and polyadenylation specificity factor subunit 4
ko:K14405	FIP1L1, FIP1	pre-mRNA 3'-end-processing factor FIP1
ko:K14407	CSTF2, RNA15	cleavage stimulation factor subunit 2
ko:K14408	CSTF3, RNA14	cleavage stimulation factor subunit 3
ko:K14411	MSI	RNA-binding protein Musashi
ko:K14416	HBS1	elongation factor 1 alpha-like protein
ko:K14429	SLC12A9, CCC6	solute carrier family 12 (potassium/chloride transporters), member 9
ko:K14430	PHO87_91	phosphate transporter
ko:K14439	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:5.6.2.-]
ko:K14454	GOT1	aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
ko:K14454,ko:K14455		
ko:K14457,ko:K14458		
ko:K14521	NAT10, KRE33	N-acetyltransferase 10 [EC:2.3.1.-]
ko:K14522	POP3	ribonuclease P/MRP protein subunit POP3 [EC:3.1.26.5]
ko:K14524	POP6	ribonuclease P/MRP protein subunit POP6 [EC:3.1.26.5]
ko:K14526	POP7, RPP2	ribonuclease P/MRP protein subunit POP7 [EC:3.1.26.5]
ko:K14528	POP8	ribonuclease P/MRP protein subunit POP8 [EC:3.1.26.5]
ko:K14531	SNM1	ribonuclease MRP protein subunit SNM1
ko:K14532	RMP1	ribonuclease MRP protein subunit RMP1
ko:K14533	RPM2	ribonuclease P protein component, mitochondrial [EC:3.1.26.5]
ko:K14536	RIA1	ribosome assembly protein 1 [EC:3.6.5.-]
ko:K14537	NUG2, GNL2	nuclear GTP-binding protein
ko:K14538	NUG1, GNL3	nuclear GTP-binding protein
ko:K14539	LSG1	large subunit GTPase 1 [EC:3.6.1.-]
ko:K14541	DUR1	urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]
ko:K14543	MTR2	mRNA transport regulator MTR2
ko:K14544	UTP22, NOL6	U3 small nucleolar RNA-associated protein 22
ko:K14545	RRP7	ribosomal RNA-processing protein 7
ko:K14546	UTP5, WDR43	U3 small nucleolar RNA-associated protein 5
ko:K14547	UTP8	U3 small nucleolar RNA-associated protein 8
ko:K14548	UTP4, CIRH1A	U3 small nucleolar RNA-associated protein 4
ko:K14549	UTP15	U3 small nucleolar RNA-associated protein 15
ko:K14550	UTP10, HEATR1	U3 small nucleolar RNA-associated protein 10
ko:K14551	UTP9	U3 small nucleolar RNA-associated protein 9
ko:K14552	NAN1, UTP17, WDR75	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
ko:K14553	UTP18	U3 small nucleolar RNA-associated protein 18
ko:K14554	UTP21, WDR36	U3 small nucleolar RNA-associated protein 21
ko:K14555	UTP13, TBL3	U3 small nucleolar RNA-associated protein 13
ko:K14556	DIP2, UTP12, WDR3	U3 small nucleolar RNA-associated protein 12
ko:K14557	UTP6	U3 small nucleolar RNA-associated protein 6
ko:K14558	PWP2, UTP1	periodic tryptophan protein 2
ko:K14559	MPP10	U3 small nucleolar RNA-associated protein MPP10
ko:K14560	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3
ko:K14561	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4
ko:K14563	NOP1, FBL	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
ko:K14564	NOP56	nucleolar protein 56
ko:K14565	NOP58	nucleolar protein 58
ko:K14566	UTP24, FCF1	U3 small nucleolar RNA-associated protein 24
ko:K14567	UTP14	U3 small nucleolar RNA-associated protein 14
ko:K14568	EMG1, NEP1	rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]
ko:K14569	BMS1	ribosome biogenesis protein BMS1
ko:K14570	REX1, REXO1, REXO5, RNH70	RNA exonuclease [EC:3.1.-.-]
ko:K14571	RIX7, NVL	ribosome biogenesis ATPase
ko:K14572	MDN1, REA1	midasin
ko:K14573	NOP4, RBM28	nucleolar protein 4
ko:K14574	SDO1, SBDS	ribosome maturation protein SDO1
ko:K14575	AFG2, DRG1, SPATA5	AAA family ATPase
ko:K14635	MPH1	ATP-dependent DNA helicase MPH1 [EC:5.6.2.4]
ko:K14640	SLC20A, PIT	solute carrier family 20 (sodium-dependent phosphate transporter)
ko:K14642	YND1	golgi apyrase [EC:3.6.1.5]
ko:K14644	OSW3, RRT12	subtilase-type proteinase RRT12 [EC:3.4.21.-]
ko:K14649	TAF8	transcription initiation factor TFIID subunit 8
ko:K14650	TAF3	transcription initiation factor TFIID subunit 3
ko:K14654	RIB7, arfC	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]
ko:K14655,ko:K15454		
ko:K14663	NTA1	protein N-terminal amidase [EC:3.5.1.-]
ko:K14674	TGL4	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
ko:K14675	TGL3	TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]
ko:K14676,ko:K18550		
ko:K14679	TRL1	tRNA ligase [EC:6.5.1.3]
ko:K14684	SLC25A23S	solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41
ko:K14686	SLC31A1, CTR1	solute carrier family 31 (copper transporter), member 1
ko:K14688	SLC30A1, ZNT1	solute carrier family 30 (zinc transporter), member 1
ko:K14692	SLC30A5_7, ZNT5_7, MTP, MSC2	solute carrier family 30 (zinc transporter), member 5/7
ko:K14708	SLC26A11	solute carrier family 26 (sodium-independent sulfate anion transporter), member 11
ko:K14709	SLC39A1_2_3, ZIP1_2_3	solute carrier family 39 (zinc transporter), member 1/2/3
ko:K14713	SLC39A7, KE4, ZIP7	solute carrier family 39 (zinc transporter), member 7
ko:K14715	SLC39A9, ZIP9	solute carrier family 39 (zinc transporter), member 9
ko:K14721	RPC5, POLR3E	DNA-directed RNA polymerase III subunit RPC5
ko:K14729	FOX2	multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]
ko:K14739,ko:K14740,ko:K14741		
ko:K14753	RACK1	guanine nucleotide-binding protein subunit beta-2-like 1 protein
ko:K14758	HRR25	casein kinase I homolog HRR25 [EC:2.7.11.1]
ko:K14763	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1
ko:K14764	SHQ1	protein SHQ1
ko:K14765	NGDN, LCP5	U3 small nucleolar ribonucleoprotein protein LCP5
ko:K14766	NOP14, UTP2	nucleolar protein 14
ko:K14767	UTP3, SAS10	U3 small nucleolar RNA-associated protein 3
ko:K14768	UTP7, WDR46	U3 small nucleolar RNA-associated protein 7
ko:K14769	UTP11	U3 small nucleolar RNA-associated protein 11
ko:K14770	BUD21, UTP16	U3 small nucleolar RNA-associated protein 16
ko:K14771	NOC4, UTP19	U3 small nucleolar RNA-associated protein 19
ko:K14772	UTP20	U3 small nucleolar RNA-associated protein 20
ko:K14773	UTP23	U3 small nucleolar RNA-associated protein 23
ko:K14774	UTP25, DEF	U3 small nucleolar RNA-associated protein 25
ko:K14775	UTP30, RSL1D1	ribosome biogenesis protein UTP30
ko:K14775,ko:K14783		
ko:K14776	DDX10, DBP4	ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13]
ko:K14777	DDX47, RRP3	ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13]
ko:K14778	DDX49, DBP8	ATP-dependent RNA helicase DDX49/DBP8 [EC:3.6.4.13]
ko:K14779	DDX52, ROK1	ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13]
ko:K14780	DHX37, DHR1	ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13]
ko:K14782	AATF, BFR2	protein AATF/BFR2
ko:K14784	CMS1	protein CMS1
ko:K14785	ESF2, ABT1	ESF2/ABP1 family protein
ko:K14786	KRI1	protein KRI1
ko:K14787	MRD1, RBM19	multiple RNA-binding domain-containing protein 1
ko:K14788	NOL10, ENP2	ribosome biogenesis protein ENP2
ko:K14789	NOP6	nucleolar protein 6
ko:K14790	NOP9	nucleolar protein 9
ko:K14791	PWP1	periodic tryptophan protein 1
ko:K14792	RRP5, PDCD11	rRNA biogenesis protein RRP5
ko:K14793	RRP9	ribosomal RNA-processing protein 9
ko:K14794	RRP12	ribosomal RNA-processing protein 12
ko:K14795	RRP36	ribosomal RNA-processing protein 36
ko:K14796	TMA23	nucleolar protein TMA23
ko:K14797	ENP1, BYSL	essential nuclear protein 1
ko:K14798	LTV1	protein LTV1
ko:K14799	TSR1	pre-rRNA-processing protein TSR1
ko:K14800	TSR2	pre-rRNA-processing protein TSR2
ko:K14801	TSR4	pre-rRNA-processing protein TSR4
